Time		Tb_f1		Tb_f2		Q		W
44506.413086 43.3072868247 36.1066367527 2.28452761631 0.0097141613571
44517.5253905 43.4109326269 36.0268081593 2.30314751553 0.00802180874956
44528.649414 43.6307873589 36.278120398 2.3115006857 0.00896496499599
44539.7734375 43.6150834495 36.2446120995 2.31205701479 0.00872976589505
44550.888672 43.6936029966 36.2455976377 2.32162301544 0.00810924828968
44562.0185545 43.7585124889 36.386529599 2.31914448206 0.00910774078122
44573.1396485 43.7564186343 36.3096576201 2.32458770931 0.00829515657685
44584.263672 43.7920141624 36.4377775849 2.31945802287 0.00939140741676
44595.390625 43.7250108155 36.3579489915 2.31714984835 0.00906872591371
44606.511719 43.9050823102 36.3431659186 2.34036707112 0.00746078024554
44617.638672 43.8632052184 36.2357422558 2.34318506909 0.00663894905385
44628.759766 43.9218331469 36.3796308317 2.33972153724 0.00771945000371
44639.87793 44.039089004 36.4762135744 2.34697182638 0.00781804673364
44651.004883 43.7899203078 36.4141246683 2.3209553678 0.00915295751211
44662.123047 43.9616163842 36.5550566297 2.3315963246 0.00929300394059
44673.2441405 44.1804241888 36.4111680538 2.3691818161 0.00597763203671
44684.368164 44.1071392782 36.4456618905 2.35760749174 0.0069402584463
44695.4921875 44.1552979337 36.4663581925 2.36199628663 0.00677575988203
44706.6191405 44.2756945727 36.5294326367 2.37213205604 0.00648662011075
44717.7402345 44.2432398265 36.5304181749 2.36806428783 0.00675882263192
44728.861328 44.4337805942 36.5629409352 2.38911098679 0.00557388224494
44739.991211 44.411795121 36.7078150493 2.37564699467 0.00731622774168
44751.109375 44.3238532282 36.5806806226 2.37425704508 0.00665185957965
44762.2333985 44.4829861771 36.608275692 2.39180748153 0.00566661451449
44773.357422 44.475657686 36.695988591 2.38439199223 0.00667333710572
44784.472656 44.4568129947 36.6979596674 2.38192406242 0.00684664634063
44795.5996095 44.4526252855 36.6871187473 2.3822132546 0.00676328529175
44806.720703 44.3919035024 36.7610341116 2.36924431261 0.00805178857566
44817.838867 44.5845381247 36.6989452056 2.39758956338 0.00582675628025
44828.9628905 44.521722487 36.6900753618 2.39050682582 0.00623780834937
44840.0810545 44.6159459436 36.8024267156 2.39377446546 0.00669168101731
44851.2021485 44.6839962178 36.933503295 2.39242337309 0.00755968441876
44862.326172 44.5793034882 36.7866581046 2.39042926285 0.00681696868388
44873.441406 44.6693392356 36.7718750317 2.40262697983 0.00593040071342
44884.5683595 44.7164509639 36.7955279483 2.40667940884 0.00580567369166
44895.689453 44.7290140914 36.7965134865 2.40815562063 0.00571487356541
44906.819336 44.7143571093 36.7541353443 2.40949613505 0.00537516704769
44917.93457 44.8085805659 36.7699039553 2.41994748605 0.00478456952388
44929.064453 44.7174978912 36.7984845629 2.40658886462 0.00582918062487
44940.185547 44.7436710736 36.7334390423 2.41464885159 0.00491475671394
44951.3183595 44.7604219103 36.7945424101 2.41217601016 0.00543990737135
44962.430664 44.7122632547 36.7028873583 2.41304425321 0.00483824094567
44973.557617 44.6326967803 36.7501931915 2.39971981474 0.00599186854325
44984.675781 44.6798085086 36.7442799624 2.40596772809 0.00554761795298
44995.796875 44.6661984537 36.7708894935 2.40231292692 0.00594510550657
45006.923828 44.6651515264 36.8063688684 2.39954800945 0.00633707881983
45018.0390625 44.7195917458 36.6841621327 2.41533863685 0.00457672857003
45029.1660155 44.6745738721 36.78370149 2.40239386348 0.00601597211547
45040.2871095 44.6881839269 36.7196415076 2.40883050877 0.00521372309903
45051.402344 44.6651515264 36.8802842327 2.39405543036 0.00713626496705
45062.529297 44.7604219103 36.7531498061 2.41525095394 0.00499249415602
45073.644531 44.8755839128 36.8526891634 2.42206456493 0.00513816847433
45084.768555 44.7164509639 36.8822553091 2.40023490315 0.00674336791273
45095.892578 44.713310182 36.8270651704 2.40394888015 0.00617197633759
45107.0078125 44.823237548 36.8497325488 2.41582474306 0.0055291577936
45118.1347655 44.851504585 36.8270651704 2.42099706326 0.00505569390194
45129.2558595 44.841035312 36.8162242503 2.42051067915 0.00502308105148
45140.3740235 44.7520464919 36.8733854654 2.40528438504 0.00635998471553
45151.498047 44.851504585 36.7974990247 2.42319380744 0.00473606126836
45162.616211 44.9300241321 36.8221374795 2.43105425298 0.00436786782198
45173.746094 44.9090855862 36.9285756041 2.42055926737 0.00568808617972
45184.864258 44.8378945301 36.892110691 2.41448381848 0.0058689926908
45195.9941405 44.986558206 36.9473008297 2.42873147248 0.00526438101844
45207.1123045 45.1153302633 36.9601128262 2.44368341375 0.00436157933097
45218.2421875 45.1184710452 36.9473008297 2.4450239286 0.00419758214157
45229.3632815 45.1833805375 37.0921749438 2.44227083143 0.00523999418141
45240.490234 45.1080017723 37.0064331212 2.43933399582 0.0049219801458
45251.605469 44.9917928425 37.0527534162 2.42153656129 0.00636298522603
45262.729492 45.2263045566 37.0537389544 2.45043478104 0.00447665080543
45273.853516 45.1687235554 37.1059724785 2.43943319388 0.00550793374675
45284.9746095 45.3194810859 37.1621481554 2.45388925003 0.0048958410293
45296.095703 45.3550766139 37.0773918709 2.46459660392 0.00369014721468
45307.228516 45.2828386305 37.1739746137 2.44847863251 0.0053205411192
45318.34668 45.3152933767 37.1542638498 2.45395808409 0.00484438705991
45329.4794925 45.2817917032 37.26858628 2.4413074786 0.00635360674346
45340.591797 45.4032352695 37.1621481554 2.46424763351 0.00421759388384
45351.7216795 45.4032352695 37.185801072 2.46248755531 0.00447369035287
45362.839844 45.4650039799 37.2705573564 2.46382090373 0.00489121294003
45373.955078 45.6932341302 37.2784416619 2.4914874565 0.00312662986103
45385.084961 45.5937760372 37.2853404293 2.47865809461 0.0040077718942
45396.197266 45.7246419491 37.3917785539 2.48693831387 0.00409986419504
45407.3242185 45.6262307833 37.3257474951 2.47966786519 0.00418240634446
45418.4482425 45.7089380396 37.3365884152 2.4891032432 0.00362919490261
45429.560547 45.6293715652 37.2981524257 2.48211137865 0.00385798910422
45440.6933595 45.7853637322 37.4036050122 2.4935802172 0.00373545658182
45451.8115235 45.7686128955 37.273513971 2.50119192899 0.00246184318536
45462.941406 45.7905983687 37.3553136408 2.4978254382 0.00316966942891
45474.05957 45.8701648431 37.444012078 2.50107953507 0.00348528818461
45485.189453 45.745580495 37.4085327031 2.48828423459 0.00411159990316
45496.292969 46.0094061733 37.4804769911 2.51562724642 0.00275013999973
45507.396484 45.8837748979 37.4420410016 2.50291341515 0.00335345838654
45518.526367 46.1025827026 37.4430265398 2.52997622948 0.0015873124517
45529.638672 46.0607056108 37.4509108454 2.52419330775 0.00201297124129
45540.765625 46.1224743212 37.5839585012 2.52194226846 0.00295379597471
45551.886719 46.0533771197 37.6509750981 2.50837313059 0.00424210035085
45563.0224605 46.2449648147 37.4932889876 2.54390343184 0.00097506403783
45574.134766 46.146553649 37.6233800288 2.5219916103 0.00318574154385
45585.2558595 46.0889726477 37.5376382062 2.52123784427 0.00272363816219
45596.3828125 46.2355424691 37.6490040218 2.53112698018 0.00274046066069
45607.5039065 46.2166977777 37.598741574 2.53253478123 0.00234840503836
45618.6308595 46.3119681616 37.6154957233 2.5431151349 0.00175557512715
45629.7578125 46.4082854727 37.645061869 2.55287517428 0.00129290854098
45640.873047 46.2659033606 37.7692396811 2.5259292318 0.00379840723268
45652.0 46.419801673 37.6982809313 2.55033752463 0.00177664841615
45663.1240235 46.6092955134 37.7909215213 2.56698183648 0.00123980473201
45674.236328 46.5056497112 37.6726569384 2.56291711385 0.000800043427869
45685.3603515 46.6281402047 37.8382273545 2.5657956549 0.00159993718683
45696.484375 46.6459379687 37.887504264 2.56433163368 0.00199009151093
45707.602539 46.657454169 37.8717356529 2.56694088211 0.00172506246904
45718.732422 46.756912262 37.8914464168 2.57784313799 0.00112893013512
45729.8535155 46.7778508079 37.8746922675 2.58169921472 0.000776373421038
45740.9746095 46.7883200809 37.799791365 2.58859133866 -0.000122186546846
45752.095703 46.7862262263 37.9722605484 2.57545816363 0.00176787522784
45763.225586 46.8281033181 37.9673328575 2.58103821887 0.00137306125121
45774.34082 46.6721111511 37.8766633439 2.56839621794 0.00165920057461
45785.470703 46.7328329342 37.9456510173 2.57080075226 0.0019138507258
45796.5917965 46.9474530297 37.9249547153 2.59906186297 -6.02737477378e-05
45807.71875 46.930702193 37.9269257917 2.59682865753 9.77271392192e-05
45818.833984 46.9223267746 37.9614196283 2.59321053058 0.000540711209713
45829.958008 46.9139513563 37.9900002359 2.59003361174 0.000919501302438
