Time		Tb_f1		Tb_f2		Q		W
44506.23291 19.702813804 50.8958697444 2.20256053497 0.0159737578273
44517.3466798 19.6481465478 51.0175732758 2.22119927042 0.014018363583
44528.4692382 19.655233044 51.2149303537 2.23947322089 0.0128271616559
44539.5917967 19.7817776184 51.2456303436 2.22663728304 0.0152374681039
44550.7099613 19.7240732925 51.2176714242 2.23113552023 0.0142328834435
44561.8398438 19.7534316337 51.4534034895 2.25037299742 0.0132409261911
44572.9580077 19.7382462848 51.4802659807 2.25488327064 0.0127442944021
44584.0864257 19.7655799129 51.5158998975 2.25493146106 0.0130680063739
44595.2075195 19.7544439903 51.6079998672 2.2652826718 0.0122119823206
44606.3344728 19.8212595256 51.5126106129 2.24764966872 0.0142428289712
44617.4584963 19.7635551997 51.6167712929 2.26499703949 0.0123409550529
44628.5839842 19.7949382541 51.5301534643 2.25264710473 0.0135788539138
44639.7021485 19.9194581153 51.6737855599 2.25104817713 0.0151811317096
44650.8247073 20.0055084259 51.7176426883 2.24455048871 0.0166653679146
44661.941406 19.8880750609 51.7823319527 2.26554058412 0.0137934521982
44673.0654298 19.8921244872 51.8936194161 2.27587299175 0.0131204809952
44684.189453 19.8900997741 52.0630175746 2.29263532516 0.0119258212284
44695.3134765 19.9447670302 52.0219015167 2.28178845949 0.0133377759325
44706.4375 19.8961739136 52.1298996955 2.29839716268 0.0115962289435
44717.5629882 19.9832365808 52.168822897 2.29130129392 0.0131342632361
44728.6855467 19.9721006583 52.2137764536 2.29707993663 0.0125974015151
44739.8154295 20.0237308446 52.2039085997 2.2896564721 0.0137341498231
44750.9321287 19.9791871544 52.3535710505 2.3098359915 0.0117915909703
44762.0532225 19.9154086889 52.3464442671 2.31711963452 0.0105192495307
44773.1816405 20.0520768293 52.3387692696 2.29926933253 0.0134025109595
44784.2983395 19.952865883 52.3656317608 2.31430672948 0.0111641964749
44795.4165043 19.8830132779 52.4314174534 2.32946846653 0.00926912944891
44806.5390625 19.9640018055 52.408392461 2.31708846749 0.0111033253111
44817.6586912 19.9518535264 52.5246138513 2.32995997376 0.0100590957751
44828.7827147 20.0520768293 52.6523477379 2.32990115714 0.0112636645367
44839.9023438 20.0024713561 52.6441245263 2.33530544672 0.0102920864669
44851.0234372 20.0682745348 52.7269048562 2.33516322532 0.0110903026901
44862.1503905 20.1118058684 52.7740512693 2.3343247197 0.011670444324
44873.2685545 20.065237465 52.7592494884 2.33870648249 0.010806510244
44884.3881838 20.022718488 52.7773405539 2.34579748069 0.00980201499941
44895.5078125 20.0551138991 52.7899494783 2.34297631129 0.0103870857733
44906.6406247 20.1168676514 52.8524458863 2.34135996946 0.0112398689847
44917.7558595 20.1654607679 52.8683440954 2.33683138608 0.0121384354236
44928.8842772 20.0996575893 52.9818244152 2.35617688788 0.00999906148715
44940.0068357 20.1684978377 52.7948834053 2.32926420325 0.0127032101165
44951.1381832 20.0672621782 52.8217458964 2.34456612989 0.0104216222231
44962.2563475 19.99538486 52.8162637554 2.35302541617 0.00896992146067
44973.378906 19.9882983638 52.9012369417 2.36222637443 0.00824259301297
44984.4985353 19.9822242242 52.8370958914 2.35671024673 0.00855500241182
44995.6181643 19.9437546736 52.7576048461 2.35374784498 0.00830113741463
45006.7421878 20.1411642097 52.861217312 2.33917627013 0.0116835109683
45017.8632815 19.9589400225 52.8343548208 2.35935544238 0.00809144266467
45028.9799803 20.0510644727 52.9297440752 2.35716142792 0.00934810633234
45040.1054688 19.9893107204 52.9302922893 2.36494335231 0.00806500712118
45051.2250975 20.1118058684 52.9143940802 2.34805566971 0.0107116900318
45062.3461912 19.9984219297 52.9297440752 2.36374957698 0.00825749109934
45073.46875 20.0925710931 53.0185547602 2.36066018526 0.00960110567393
45084.588379 20.0358791238 53.0426761809 2.37011821449 0.00826148959376
45095.7167967 20.0419532633 52.959895851 2.36125313275 0.00895325377598
45106.8334965 20.1482507058 52.9089119392 2.34295622391 0.0115045071089
45117.9487303 20.1330653569 52.970311919 2.35086740042 0.010770127061
45129.0742188 20.1391394965 52.970311919 2.35010689605 0.0108960224587
45140.1938475 20.0935834497 52.939063715 2.35275142659 0.0101654596238
45151.3178708 20.1887449696 52.9873065562 2.34555917367 0.0118081111159
45162.4375 20.1867202564 53.1035279466 2.35719401889 0.0109714464237
45173.5659177 20.2089921015 53.032808327 2.34747870298 0.0119167869148
45184.6870115 20.1158552948 53.1276493672 2.36843000545 0.00933759070205
45195.8125 20.1836831867 53.2537386114 2.37229299819 0.00988076652677
45206.9350585 20.2292392334 53.2542868255 2.36664137085 0.0108214915894
45218.0649413 20.1249665041 53.3436457247 2.38845956301 0.00804822419711
45229.181641 20.1796337603 53.2740225333 2.37478841464 0.0096579879254
45240.3085938 20.145213636 53.3595439338 2.38748359278 0.00835901534057
45251.425293 20.1593866284 53.4658974702 2.39614125971 0.00792436239559
45262.544922 20.2859312028 53.516881382 2.38529484633 0.0101987582596
45273.6718747 20.2494863653 53.5393581603 2.39206615419 0.00928896764817
45284.7958985 20.2282268768 53.5152367397 2.39236168138 0.00901345160399
45295.9199217 20.075361031 53.6007581401 2.41989660234 0.00525875646951
45307.0439452 20.3041536215 53.5579974399 2.38704728688 0.0102949131258
45318.1679688 20.3476849551 53.7454866639 2.40000381481 0.00991231069054
45329.2993167 20.2889682726 53.7553545178 2.40833006359 0.00862675835396
45340.4160158 20.2423998692 53.8715759081 2.42558454762 0.00686360578616
45351.5371092 20.2687211407 53.8441652029 2.41959330885 0.00759752776853
45362.661133 20.3871668623 53.9982133665 2.41989784731 0.0089968137245
45373.7778323 20.3557838078 53.917625893 2.41590630814 0.00889907059498
45384.900391 20.3011165517 54.0650954873 2.43725945563 0.00675246169426
45396.0214845 20.3264254666 54.0733186989 2.43489749608 0.00722090332099
45407.1411135 20.3041536215 54.1643222404 2.44664323258 0.00613366654875
45418.2709963 20.330474893 54.1840579482 2.44528795221 0.0065439626665
45429.3862305 20.3932410019 54.110049044 2.43013859501 0.0083546270479
45440.5117188 20.3962780716 54.1358151069 2.43229352556 0.00824059443505
45451.6342775 20.3881792189 54.1835097341 2.43800284157 0.00774478906531
45462.7612305 20.3699568002 54.3035686231 2.4521077001 0.00654133665476
45473.8779298 20.4286734827 54.3320757566 2.44755633022 0.00756353542015
45485.0078125 20.4752418861 54.375932885 2.44603893912 0.0082282661796
45496.112793 20.3790680095 54.4866721343 2.46900693017 0.00547065249399
45507.2177732 20.4489206146 54.5310774769 2.46462904263 0.00661438003052
45518.3461913 20.4317105525 54.6577149352 2.47927521494 0.00538522480458
45529.4658202 20.5147237933 54.787093464 2.481634432 0.00621666357226
45540.5869143 20.5137114367 54.7854488217 2.48159903728 0.00620698461168
45551.7094728 20.4843530954 54.8271130937 2.48939291649 0.00531044256226
45562.8422853 20.4965013746 54.8216309527 2.4873285739 0.00560037468082
45573.9560545 20.4914395916 54.8956398569 2.49527068277 0.00498507529105
45585.0800783 20.5137114367 54.7097952752 2.47413296879 0.00672829779137
45596.2041018 20.4023522112 54.8380773758 2.50075461977 0.00353321408157
45607.3251952 20.538007995 54.823275595 2.48228634417 0.00645061620561
45618.4492188 20.4519576844 54.8918023582 2.49984153599 0.00419213346461
45629.576172 20.6017864605 54.9871916125 2.49047549928 0.00664445558341
45640.6958007 20.4813160256 55.1428844184 2.5209701742 0.00306913530545
45651.8168945 20.6017864605 55.2284058188 2.51431950938 0.00497956371467
45662.9438478 20.6817626315 55.364362917 2.51773715789 0.00570129124229
45674.0620115 20.5866011115 55.3736825568 2.53059748542 0.00366065196647
45685.181641 20.697960337 55.4619450277 2.52536416848 0.00536328109859
45696.3041993 20.6270953753 55.6000949823 2.54793770568 0.00293607532642
45707.4208985 20.6311448017 55.5633646372 2.54379104992 0.00327423628097
45718.5507815 20.7718623684 55.6165414054 2.53140150568 0.00582947792513
45729.67334 20.6797379183 55.6752003147 2.54877537798 0.00350975181568
45740.7944338 20.7252939651 55.6773931711 2.54327617357 0.00444090311171
45751.9169923 20.692898554 55.7875842063 2.55826490535 0.00300521410483
45763.04541 20.6908738408 55.7113824456 2.55096428743 0.00349065702721
45774.1635745 20.6615154996 55.6346324709 2.54704153081 0.00341197483349
45785.2934567 20.7273186783 55.8528216848 2.56041538533 0.00326849033558
45796.4130857 20.7009974068 55.8352788334 2.56197846301 0.00284319052897
45807.5385743 20.6615154996 55.890100244 2.5723702129 0.00164341674806
45818.6538085 20.7414916706 55.8950341709 2.5628240353 0.00327056102891
45829.779297 20.687836771 55.9547895084 2.57548609613 0.00174196202047
45840.9033202 20.6767008485 56.0485341204 2.58618798643 0.000860967042008
45852.0185545 20.788060074 56.0693662564 2.57428083177 0.00303006790244
45863.144043 20.6453177941 55.9904234253 2.58435714517 0.000611924580005
45874.2622067 20.7576893761 55.9953573522 2.57074611918 0.00291199345651
45885.3818357 20.7151703991 56.0030323497 2.57684403722 0.00197544723202
45896.5073243 20.8012207097 56.0901983924 2.57469722434 0.00315912328212
45907.625488 20.8771474543 56.1768162211 2.57376698751 0.00413652368199
45918.748047 20.7161827557 56.0770412539 2.58406404774 0.00148347491726
45929.8720702 20.7617388025 56.1620144402 2.58678527254 0.00184071901539
45940.990234 20.8032454229 56.129669808 2.5783627399 0.00292750951562
45952.1171878 20.7951465701 56.2968751101 2.59599149153 0.00159928152299
45963.2397465 20.8923328033 56.3615643746 2.59021981673 0.00317023829523
45974.3637698 20.7485781668 56.2409572714 2.59627971955 0.00101967061283
45985.4848635 20.8477891131 56.317159032 2.59139872312 0.00255255430421
45996.57959 20.8113442757 56.3944572209 2.60365895802 0.00125853365595
46007.7021482 20.8245049114 56.384589367 2.60102558353 0.00160055149399
46018.826172 20.8589250356 56.4448929186 2.60270084257 0.00189722454596
46029.95166 20.8477891131 56.4213197121 2.60175465166 0.00182945860177
