Date	Time	msec	Time_P	Freqg	Freq1	Tb1	Freq2	Tb2
18.09.17 05:41:41 015	248513.859375	9800	21200	    52.470	18000	    20.473
18.09.17 05:41:41 422	248514.343750	9900	21400	    55.131	18200	    20.892
18.09.17 05:41:41 783	248514.828125	10000	21600	    58.377	18400	    21.648
18.09.17 05:41:42 187	248515.312500	10100	21800	    61.890	18600	    22.873
18.09.17 05:41:42 513	248515.796875	10200	22000	    64.336	18800	    24.256
18.09.17 05:41:42 834	248516.273438	10300	22200	    66.084	19000	    25.187
18.09.17 05:41:43 233	248516.750000	10400	22400	    66.647	19200	    26.300
18.09.17 05:41:43 560	248517.234375	10500	22600	    65.825	19400	    27.970
18.09.17 05:41:43 881	248517.710938	10600	22800	    64.827	19600	    29.460
18.09.17 05:41:44 280	248518.187500	10700	23000	    63.453	19800	    31.372
18.09.17 05:41:44 601	248518.664062	10800	23200	    61.063	20000	    33.785
18.09.17 05:41:44 922	248519.140625	10900	23400	    59.089	20200	    36.204
18.09.17 05:41:45 393	248519.625000	11000	23600	    56.799	20400	    39.043
18.09.17 05:41:45 719	248520.109375	11100	23800	    54.208	20600	    41.769
18.09.17 05:41:46 045	248520.593750	11200	24000	    52.248	20800	    44.923
18.09.17 05:41:46 444	248521.070312	11300	24200	    50.617	21000	    48.603
18.09.17 05:41:46 765	248521.546875	11400	24400	    48.280	21200	    52.101
18.09.17 05:41:47 097	248522.023438	11500	24600	    46.714	21400	    55.007
18.09.17 05:41:47 414	248522.492188	11600	24800	    45.342	21600	    58.215
18.09.17 05:41:47 739	248522.960938	11700	25000	    44.061	21800	    61.629
18.09.17 05:41:48 062	248523.437500	11800	25200	    43.755	22000	    64.105
18.09.17 05:41:48 459	248523.914062	11900	25400	    42.848	22200	    65.855
18.09.17 05:41:48 782	248524.390625	12000	25600	    40.940	22400	    66.157
18.09.17 05:41:49 185	248524.875000	12100	25800	    39.188	22600	    65.552
18.09.17 05:41:49 506	248525.351562	12200	26000	    38.206	22800	    64.620
18.09.17 05:41:49 828	248525.828125	12300	26200	    37.034	23000	    62.780
18.09.17 05:41:50 232	248526.312500	12400	26400	    36.175	23200	    60.584
18.09.17 05:41:50 552	248526.789062	12500	26600	    35.251	23400	    58.575
18.09.17 05:41:50 875	248527.265625	12600	26800	    34.446	23600	    56.402
18.09.17 05:41:51 272	248527.742188	12700	27000	    33.938	23800	    53.681
18.09.17 05:41:51 594	248528.218750	12800	27200	    33.902	24000	    51.411
18.09.17 05:41:51 920	248528.703125	9800	21200	    52.422	18000	    20.617
18.09.17 05:41:52 319	248529.179688	9900	21400	    55.165	18200	    20.921
18.09.17 05:41:52 640	248529.656250	10000	21600	    58.334	18400	    21.602
18.09.17 05:41:52 967	248530.140625	10100	21800	    61.812	18600	    22.829
18.09.17 05:41:53 365	248530.617188	10200	22000	    64.185	18800	    24.225
18.09.17 05:41:53 687	248531.093750	10300	22200	    66.047	19000	    25.141
18.09.17 05:41:54 013	248531.578125	10400	22400	    66.566	19200	    26.384
18.09.17 05:41:55 687	248533.046875	10500	22600	    65.732	19400	    28.003
18.09.17 05:41:56 030	248534.515625	10600	22800	    64.829	19600	    29.505
