Date	Time	msec	Time_P	Freqg	Freq1	Tb1	Freq2	Tb2
01.08.17 05:09:34 862	49570.328125	9800	21200	    63.410	18000	    25.072
01.08.17 05:09:35 187	49570.691406	9900	21400	    68.064	18200	    25.580
01.08.17 05:09:35 591	49571.054688	10000	21600	    72.515	18400	    26.361
01.08.17 05:09:35 913	49571.412109	10100	21800	    76.034	18600	    27.717
01.08.17 05:09:36 234	49571.769531	10200	22000	    78.929	18800	    29.582
01.08.17 05:09:36 638	49572.132812	10300	22200	    80.649	19000	    30.306
01.08.17 05:09:36 958	49572.490234	10400	22400	    81.136	19200	    31.778
01.08.17 05:09:37 281	49572.847656	10500	22600	    81.289	19400	    33.472
01.08.17 05:09:37 679	49573.205078	10600	22800	    79.486	19600	    35.718
01.08.17 05:09:38 001	49573.562500	10700	23000	    76.997	19800	    38.209
01.08.17 05:09:38 328	49573.925781	10800	23200	    74.569	20000	    41.481
01.08.17 05:09:38 725	49574.283203	10900	23400	    72.464	20200	    44.889
01.08.17 05:09:39 047	49574.640625	11000	23600	    68.887	20400	    48.021
01.08.17 05:09:39 374	49575.003906	11100	23800	    65.616	20600	    51.894
01.08.17 05:09:39 771	49575.361328	11200	24000	    62.792	20800	    56.248
01.08.17 05:09:40 093	49575.718750	11300	24200	    58.682	21000	    60.169
01.08.17 05:09:40 420	49576.082031	11400	24400	    56.227	21200	    64.049
01.08.17 05:09:40 821	49576.439453	11500	24600	    54.150	21400	    68.510
01.08.17 05:09:41 140	49576.796875	11600	24800	    52.277	21600	    72.908
01.08.17 05:09:41 537	49577.154297	11700	25000	    50.620	21800	    76.685
01.08.17 05:09:41 860	49577.511719	11800	25200	    49.351	22000	    79.761
01.08.17 05:09:42 186	49577.875000	11900	25400	    47.982	22200	    81.612
01.08.17 05:09:42 584	49578.232422	12000	25600	    46.401	22400	    82.403
01.08.17 05:09:42 906	49578.589844	12100	25800	    44.025	22600	    82.383
01.08.17 05:09:43 233	49578.953125	12200	26000	    42.290	22800	    80.841
01.08.17 05:09:43 630	49579.310547	12300	26200	    40.890	23000	    78.582
01.08.17 05:09:43 953	49579.667969	12400	26400	    39.208	23200	    76.122
01.08.17 05:09:44 279	49580.031250	12500	26600	    37.808	23400	    73.524
01.08.17 05:09:44 677	49580.388672	12600	26800	    37.270	23600	    70.309
01.08.17 05:09:44 999	49580.746094	12700	27000	    36.400	23800	    67.185
01.08.17 05:09:45 326	49581.109375	12800	27200	    35.270	24000	    64.723
01.08.17 05:09:45 723	49581.466797	9800	21200	    63.417	18000	    25.001
01.08.17 05:09:46 045	49581.824219	9900	21400	    68.142	18200	    25.476
01.08.17 05:09:46 367	49582.181641	10000	21600	    72.491	18400	    26.466
01.08.17 05:09:46 765	49582.539062	10100	21800	    76.102	18600	    27.712
01.08.17 05:09:47 091	49582.902344	10200	22000	    78.976	18800	    29.649
01.08.17 05:09:47 412	49583.259766	10300	22200	    80.643	19000	    30.429
01.08.17 05:09:47 812	49583.617188	10400	22400	    81.246	19200	    31.740
01.08.17 05:09:48 138	49583.980469	10500	22600	    81.290	19400	    33.544
01.08.17 05:09:48 535	49584.337891	10600	22800	    79.547	19600	    35.759
01.08.17 05:09:48 858	49584.695312	10700	23000	    76.869	19800	    38.193
01.08.17 05:09:49 179	49585.052734	10800	23200	    74.594	20000	    41.537
01.08.17 05:09:49 578	49585.410156	10900	23400	    72.473	20200	    44.881
01.08.17 05:09:49 905	49585.773438	11000	23600	    68.875	20400	    47.931
01.08.17 05:09:50 225	49586.130859	11100	23800	    65.686	20600	    51.922
01.08.17 05:09:50 625	49586.488281	11200	24000	    62.784	20800	    56.456
01.08.17 05:09:50 951	49586.851562	11300	24200	    58.632	21000	    60.171
01.08.17 05:09:51 272	49587.208984	11400	24400	    56.212	21200	    64.006
01.08.17 05:09:51 670	49587.566406	11500	24600	    54.207	21400	    68.536
01.08.17 05:09:51 998	49587.929688	11600	24800	    52.333	21600	    72.910
01.08.17 05:09:52 318	49588.287109	11700	25000	    50.651	21800	    76.691
01.08.17 05:09:52 717	49588.644531	11800	25200	    49.320	22000	    79.744
01.08.17 05:09:53 038	49589.001953	11900	25400	    47.909	22200	    81.621
01.08.17 05:09:53 360	49589.359375	12000	25600	    46.230	22400	    82.289
01.08.17 05:09:53 763	49589.722656	12100	25800	    43.946	22600	    82.276
01.08.17 05:09:54 084	49590.080078	12200	26000	    42.264	22800	    80.943
01.08.17 05:09:54 406	49590.437500	12300	26200	    40.731	23000	    78.566
01.08.17 05:09:54 810	49590.800781	12400	26400	    39.264	23200	    76.057
01.08.17 05:09:55 130	49591.158203	12500	26600	    37.721	23400	    73.554
01.08.17 05:09:55 457	49591.509766	12600	26800	    37.409	23600	    70.246
01.08.17 05:09:55 779	49591.867188	12700	27000	    36.301	23800	    67.301
01.08.17 05:09:56 100	49592.224609	12800	27200	    35.133	24000	    64.700
01.08.17 05:09:56 422	49592.582031	9800	21200	    63.504	18000	    25.040
01.08.17 05:09:56 826	49592.945312	9900	21400	    68.200	18200	    25.523
01.08.17 05:09:57 147	49593.302734	10000	21600	    72.613	18400	    26.469
01.08.17 05:09:57 545	49593.660156	10100	21800	    76.047	18600	    27.782
01.08.17 05:09:57 867	49594.017578	10200	22000	    79.083	18800	    29.622
01.08.17 05:09:58 187	49594.375000	10300	22200	    80.692	19000	    30.411
01.08.17 05:09:58 591	49594.738281	10400	22400	    81.218	19200	    31.769
01.08.17 05:09:58 912	49595.095703	10500	22600	    81.298	19400	    33.488
01.08.17 05:09:59 235	49595.453125	10600	22800	    79.347	19600	    35.761
01.08.17 05:09:59 638	49595.816406	10700	23000	    76.845	19800	    38.243
01.08.17 05:09:59 959	49596.173828	10800	23200	    74.583	20000	    41.440
01.08.17 05:10:00 281	49596.531250	10900	23400	    72.465	20200	    44.975
01.08.17 05:10:00 685	49596.894531	11000	23600	    68.888	20400	    47.941
01.08.17 05:10:01 005	49597.251953	11100	23800	    65.781	20600	    52.008
01.08.17 05:10:01 328	49597.609375	11200	24000	    62.694	20800	    56.366
01.08.17 05:10:01 725	49597.966797	11300	24200	    58.716	21000	    60.144
01.08.17 05:10:02 047	49598.324219	11400	24400	    56.231	21200	    63.952
01.08.17 05:10:02 374	49598.687500	11500	24600	    54.116	21400	    68.541
01.08.17 05:10:02 772	49599.044922	11600	24800	    52.203	21600	    73.018
01.08.17 05:10:03 093	49599.402344	11700	25000	    50.866	21800	    76.661
01.08.17 05:10:03 420	49599.765625	11800	25200	    49.348	22000	    79.630
01.08.17 05:10:03 818	49600.123047	11900	25400	    47.976	22200	    81.649
01.08.17 05:10:04 140	49600.480469	12000	25600	    46.199	22400	    82.325
01.08.17 05:10:04 538	49600.837891	12100	25800	    43.950	22600	    82.403
01.08.17 05:10:04 860	49601.195312	12200	26000	    42.191	22800	    80.941
01.08.17 05:10:05 186	49601.558594	12300	26200	    40.772	23000	    78.625
01.08.17 05:10:05 584	49601.916016	12400	26400	    39.219	23200	    76.042
01.08.17 05:10:05 906	49602.273438	12500	26600	    37.603	23400	    73.570
01.08.17 05:10:06 233	49602.636719	12600	26800	    37.197	23600	    70.333
01.08.17 05:10:06 630	49602.994141	12700	27000	    36.288	23800	    67.295
01.08.17 05:10:06 953	49603.351562	12800	27200	    35.068	24000	    64.749
01.08.17 05:10:07 279	49603.714844	9800	21200	    63.332	18000	    25.028
01.08.17 05:10:07 677	49604.072266	9900	21400	    68.250	18200	    25.552
01.08.17 05:10:08 000	49604.429688	10000	21600	    72.480	18400	    26.373
01.08.17 05:10:08 326	49604.792969	10100	21800	    75.925	18600	    27.711
01.08.17 05:10:08 723	49605.150391	10200	22000	    79.004	18800	    29.524
01.08.17 05:10:09 045	49605.507812	10300	22200	    80.611	19000	    30.295
01.08.17 05:10:09 367	49605.865234	10400	22400	    81.302	19200	    31.633
01.08.17 05:10:09 765	49606.222656	10500	22600	    81.271	19400	    33.536
01.08.17 05:10:10 092	49606.585938	10600	22800	    79.603	19600	    35.832
01.08.17 05:10:10 412	49606.943359	10700	23000	    76.905	19800	    38.163
01.08.17 05:10:10 812	49607.300781	10800	23200	    74.667	20000	    41.512
01.08.17 05:10:11 138	49607.664062	10900	23400	    72.429	20200	    44.910
01.08.17 05:10:11 536	49608.021484	11000	23600	    68.963	20400	    47.948
01.08.17 05:10:11 858	49608.378906	11100	23800	    65.595	20600	    52.054
01.08.17 05:10:12 185	49608.742188	11200	24000	    62.780	20800	    56.374
01.08.17 05:10:12 582	49609.099609	11300	24200	    58.700	21000	    60.159
01.08.17 05:10:12 905	49609.457031	11400	24400	    56.192	21200	    64.152
01.08.17 05:10:13 225	49609.814453	11500	24600	    54.243	21400	    68.610
01.08.17 05:10:13 625	49610.171875	11600	24800	    52.314	21600	    73.023
01.08.17 05:10:13 951	49610.535156	11700	25000	    50.714	21800	    76.691
01.08.17 05:10:14 272	49610.892578	11800	25200	    49.415	22000	    79.758
01.08.17 05:10:14 670	49611.250000	11900	25400	    47.967	22200	    81.729
01.08.17 05:10:14 998	49611.613281	12000	25600	    46.366	22400	    82.303
01.08.17 05:10:15 318	49611.970703	12100	25800	    44.001	22600	    82.362
01.08.17 05:10:15 717	49612.328125	12200	26000	    42.295	22800	    80.887
01.08.17 05:10:16 037	49612.685547	12300	26200	    40.821	23000	    78.528
