Time		Tb_f1		Tb_f2		Q		W
249011.369141 46.9265833117 32.217579299 2.11911984277 -0.000491847669362
249026.199218 46.9045323239 32.2095247624 2.11753905041 -0.000440984215532
249041.023438 46.8744139016 32.2709406034 2.1110247045 0.00028417102502
249056.353515 46.9185158772 32.1581770922 2.12193629283 -0.000984307671281
249072.652344 46.9238941669 32.2749678716 2.11541618416 4.28973730783e-05
249087.460938 46.8819435072 32.3313496272 2.10809546116 0.000789034716401
249102.250001 46.9852066695 32.2125452136 2.12491396667 -0.000866575553713
249117.087891 46.8706490988 32.1541498239 2.11769588615 -0.000752078450664
249131.914062 46.975525748 32.2075111283 2.12430977699 -0.000857790630059
249146.742188 46.9373398911 32.2044906771 2.12091446039 -0.000670734472442
249161.56836 46.8131013989 32.1410612021 2.11309495979 -0.000547599946101
249176.396484 46.8706490988 32.171265714 2.11666676639 -0.000597150235418
249191.230468 46.9190537061 32.218586116 2.11835408298 -0.000440462173033
249206.054688 46.9292724566 32.0997817024 2.12645435414 -0.00157319698029
249221.601563 46.7136030394 32.061522654 2.10856394861 -0.000709207438831
249237.164062 46.7958908719 32.1591839092 2.11039431273 -0.000287001436887
249251.988281 46.7975043588 32.1954293235 2.10836589653 3.20493532355e-05
249266.8125 46.6695010638 32.1179044096 2.10104873521 4.83107985329e-05
249281.63086 46.7458727776 31.9437250575 2.1186616328 -0.001955757788
249296.460938 46.6431474443 32.0826658123 2.10070167802 -0.000122807491244
249311.289062 46.7727642262 32.0756180929 2.11325322775 -0.000913522829679
249326.113281 46.7447971197 31.9819841059 2.11626252241 -0.00160370577754
249340.945312 46.757167186 32.1138771413 2.10949374872 -0.000479815004148
249355.773438 46.738343172 32.0977680683 2.10870046466 -0.00052000314196
249371.347656 46.6721902087 31.8833160336 2.11539566264 -0.00208874484886
249388.4375 46.6452987602 32.0887067147 2.10053981331 -8.02067151999e-05
249403.253907 46.6990816572 31.9870181912 2.11168230814 -0.00130176579821
249418.087891 46.7458727776 32.0997817024 2.10928406046 -0.00054401679861
249432.914062 46.8442954792 32.0534681175 2.12128052102 -0.0015152931228
249447.748047 46.8475224531 32.0887067147 2.11946469195 -0.00121455598136
249462.59375 46.8227823204 32.1742861652 2.11200356888 -0.000301184754995
249477.425781 46.8426819923 32.1350202997 2.11622742215 -0.000768264364996
249492.242188 46.8281606101 32.0977680683 2.11710732182 -0.00102390662457
249507.078125 46.7523267253 32.1209248608 2.10861706847 -0.000388880236187
249522.601562 46.6872494199 32.0826658123 2.10482740504 -0.000370101833882
249538.148438 46.8007313326 32.1098498731 2.11381334106 -0.000760664424299
249553.990235 46.7378053431 32.3263155419 2.09490549592 0.00155219197057
249569.830078 46.8179418597 32.2568451645 2.10658533197 0.000473443814922
249584.650391 46.8190175176 32.2850360423 2.10499023343 0.000722700587959
249599.480468 46.7534023832 32.1158907755 2.10902036133 -0.000440472787664
249614.304688 46.8152527148 32.1440816533 2.11311475571 -0.000532333219662
249629.138672 46.8260092942 32.0333317762 2.12077866545 -0.0015948547951
249643.966797 46.7318892244 32.2588587986 2.09841003851 0.000974441662576
