Time		Tb_f1		Tb_f2		Q		W
249005.15625 17.7492783222 39.2301321235 2.10977495377 0.000294772245945
249019.976563 17.7805972884 39.4211798494 2.12960318436 -0.00061798308675
249034.808594 17.7422062976 39.3370773179 2.12478881071 -0.000734319843263
249049.640625 17.7593812145 39.3744562208 2.126910283 -0.000680233804726
249066.4375 17.7341239837 39.3194261693 2.12378274676 -0.000759278147371
249081.25 17.8109059654 39.3734179179 2.11857187812 0.000413854702795
249096.046875 17.8189882792 39.4024903979 2.12106200948 0.000344791202331
249110.867187 17.83111175 39.3080048379 2.10685760346 0.0013780769872
249125.691407 17.7523091899 39.3827626436 2.12911525498 -0.000897599245856
249140.523438 17.7967619161 39.357843375 2.11880073605 0.000244059622589
249155.351563 17.6644140267 39.4035287008 2.14580321131 -0.00291981622629
249170.179688 17.7159387776 39.350575255 2.13072338404 -0.00139872128238
249185.015625 17.7543297684 39.4471374208 2.13715817312 -0.00138511817877
249199.832031 17.7997927838 39.3713413122 2.12007163097 0.000196796042202
249214.660156 17.7472577438 39.4388309979 2.13720455917 -0.00146568729099
249230.9375 17.6623934483 39.3692647065 2.14167319823 -0.00268025954266
249245.773438 17.6866403898 39.2508981807 2.12244139586 -0.00119541649192
249260.597657 17.6755272083 39.2425917578 2.12313153807 -0.00136110787708
249275.410157 17.6735066298 39.1584892264 2.11253537046 -0.000711776448187
249290.242187 17.6714860514 39.277894055 2.12835860774 -0.00173670590955
249305.0625 17.7028050175 39.2841238721 2.12418310441 -0.00112839341959
249319.898438 17.6684551837 39.1584892264 2.11333927158 -0.000818153643965
249334.730469 17.6805786544 39.176140375 2.11370092659 -0.000708033791363
249349.546875 17.6896712575 39.1314933521 2.10645916754 -0.000149322838443
249364.382812 17.6987638606 39.197944735 2.11363702446 -0.000504413933257
249382.21875 17.6876506791 39.2727025407 2.12511188296 -0.00135356454282
249397.03125 17.6583522913 39.3557667693 2.14056282793 -0.00265423648438
249411.871093 17.678558076 39.1917149178 2.11604415425 -0.000878703327736
249426.695312 17.7108873314 39.3225410779 2.1278860223 -0.00127435227163
249441.53125 17.7886796023 39.256089695 2.10687237466 0.000911254250902
249456.363282 17.7381651407 39.2249406093 2.11087003481 0.000103388525055
249471.203125 17.7603915038 39.299698415 2.11703902774 -4.35783456194e-05
249486.035156 17.8220191469 39.3152729579 2.10924948537 0.00112665821635
